Type,BalanceSheetSide,Instrument,Breakdown,Definition,"Period ",waarde
"Industry wide pension funds ","Liabilities ","General reserves ","Total ","01 ",2018,-2166
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2002,46
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2003,40
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2004,19
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2005,12
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2006,123
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2007,508
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2008,371
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2009,106
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2010,254
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2011,557
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2012,537
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2013,442
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2014,685
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2015,680
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2016,246
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2017,228
"Industry wide pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2018,287
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2002,290620
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2003,326384
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2004,302558
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2005,335112
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2006,340467
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2007,339279
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2008,434689
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2009,450706
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2010,515647
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2011,608050
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2012,669166
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2013,653411
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2014,800215
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2015,862197
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2016,955526
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2017,954162
"Industry wide pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2018,998166
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2002,2175
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2003,0
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2004,0
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2005,2452
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2006,2453
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2007,10386
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2008,7937
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2009,12307
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2010,8927
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2011,18318
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2012,16707
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2013,14986
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2014,34584
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2015,27404
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2016,32649
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2017,23864
"Industry wide pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2018,47735
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2002,1192
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2003,4821
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2004,970
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2005,979
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2006,4822
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2007,8046
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2008,21215
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2009,10504
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2010,15100
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2011,17072
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2012,13972
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2013,8537
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2014,19274
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2015,16143
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2016,24250
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2017,34606
"Industry wide pension funds ","Liabilities ","Loans ","Total ","01 ",2018,52203
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2002,2830
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2003,731
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2004,745
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2005,1364
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2006,16248
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2007,49696
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2008,67566
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2009,29056
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2010,3354
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2011,6168
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2012,24863
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2013,15084
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2014,29712
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2015,26240
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2016,23940
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2017,28454
"Industry wide pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2018,5782
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2002,292150
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2003,329875
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2004,365847
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2005,427815
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2006,479932
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2007,546304
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2008,499868
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2009,525949
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2010,564777
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2011,621625
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2012,726576
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2013,743050
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2014,917816
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2015,920758
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2016,1021454
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2017,1091609
"Industry wide pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2018,1102007
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2002,32
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2003,34
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2004,34
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2005,30
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2006,211
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2007,200
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2008,269
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2009,92
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2010,110
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2011,105
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2012,111
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2013,125
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2014,130
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2015,98
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2016,42
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2017,26
"Other pension funds ","Assets ","Real estate ","Total ","01 ",2018,16
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2002,11572
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2003,14648
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2004,16178
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2005,18552
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2006,24577
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2007,23894
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2008,7785
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2009,10472
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2010,11513
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2011,12283
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2012,13500
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2013,14733
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2014,15816
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2015,17364
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2016,20131
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2017,23905
"Other pension funds ","Assets ","Shares and other equity ","Total ","01 ",2018,26446
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2006,14097
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2007,13953
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2008,3691
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2009,5179
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2010,5629
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2011,5561
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2012,6275
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2013,7045
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2014,7070
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2015,6806
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2016,7727
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2017,9019
"Other pension funds ","Assets ","Shares and other equity ","Quoted shares ","01 ",2018,7640
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2006,339
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2007,686
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2008,122
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2009,235
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2010,244
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2011,1
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2012,0
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2013,4
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2014,8
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2015,60
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2016,51
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2017,143
"Other pension funds ","Assets ","Shares and other equity ","Non-quoted shares ","01 ",2018,262
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2006,10133
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2007,9243
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2008,3968
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2009,5054
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2010,5636
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2011,6718
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2012,7223
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2013,7684
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2014,8738
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2015,10498
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2016,12352
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2017,14742
"Other pension funds ","Assets ","Shares and other equity ","Shares in investment funds ","01 ",2018,18545
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2006,8
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2007,12
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2008,4
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2009,4
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2010,4
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2011,3
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2012,2
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2013,0
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2014,0
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2015,0
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2016,0
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2017,0
"Other pension funds ","Assets ","Shares and other equity ","Other equity ","01 ",2018,0
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2002,18352
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2003,18284
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2004,19992
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2005,21320
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2006,15781
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2007,14184
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2008,7231
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2009,7568
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2010,8167
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2011,8652
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2012,9457
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2013,9653
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2014,12314
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2015,13438
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2016,15835
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2017,16512
"Other pension funds ","Assets ","Securities other than shares ","Total ","01 ",2018,18887
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2002,0
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2003,0
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2004,6
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2005,4
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2006,158
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2007,16
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2008,130
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2009,71
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2010,182
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2011,111
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2012,173
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2013,108
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2014,21
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2015,24
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2016,43
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2017,68
"Other pension funds ","Assets ","Securities other than shares ","Up to 1 year ","01 ",2018,133
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2002,18352
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2003,18284
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2004,19986
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2005,21314
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2006,15623
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2007,14168
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2008,7101
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2009,7497
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2010,7985
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2011,8541
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2012,9284
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2013,9545
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2014,12293
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2015,13414
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2016,15792
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2017,16444
"Other pension funds ","Assets ","Securities other than shares ","Over 1 year ","01 ",2018,18754
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2002,0
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2003,0
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2004,86
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2005,182
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2006,466
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2007,488
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2008,1196
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2009,1596
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2010,1569
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2011,1254
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2012,1682
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2013,709
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2014,1948
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2015,908
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2016,932
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2017,757
"Other pension funds ","Assets ","Financial derivatives ","Total ","01 ",2018,828
"Other pension funds ","Assets ","Loans ","Total ","01 ",2002,1780
"Other pension funds ","Assets ","Loans ","Total ","01 ",2003,1562
"Other pension funds ","Assets ","Loans ","Total ","01 ",2004,1382
"Other pension funds ","Assets ","Loans ","Total ","01 ",2005,1060
"Other pension funds ","Assets ","Loans ","Total ","01 ",2006,626
"Other pension funds ","Assets ","Loans ","Total ","01 ",2007,508
"Other pension funds ","Assets ","Loans ","Total ","01 ",2008,233
"Other pension funds ","Assets ","Loans ","Total ","01 ",2009,124
"Other pension funds ","Assets ","Loans ","Total ","01 ",2010,87
"Other pension funds ","Assets ","Loans ","Total ","01 ",2011,63
"Other pension funds ","Assets ","Loans ","Total ","01 ",2012,32
"Other pension funds ","Assets ","Loans ","Total ","01 ",2013,8
"Other pension funds ","Assets ","Loans ","Total ","01 ",2014,35
"Other pension funds ","Assets ","Loans ","Total ","01 ",2015,137
"Other pension funds ","Assets ","Loans ","Total ","01 ",2016,60
"Other pension funds ","Assets ","Loans ","Total ","01 ",2017,115
"Other pension funds ","Assets ","Loans ","Total ","01 ",2018,11
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2002,4
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2003,2
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2004,4
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2005,12
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2006,0
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2007,0
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2008,28
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2009,0
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2010,0
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2011,0
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2012,10
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2013,0
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2014,28
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2015,1
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2016,56
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2017,112
"Other pension funds ","Assets ","Loans ","Up to 1 year ","01 ",2018,11
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2002,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2003,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2004,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2005,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2006,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2007,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2008,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2009,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2010,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2011,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2012,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2013,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2014,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2015,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2016,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2017,0
"Other pension funds ","Assets ","Loans ","Over 1 year: mortgage loans ","01 ",2018,0
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2002,1776
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2003,1560
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2004,1376
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2005,1050
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2006,626
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2007,508
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2008,204
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2009,124
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2010,87
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2011,63
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2012,22
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2013,8
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2014,8
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2015,136
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2016,4
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2017,3
"Other pension funds ","Assets ","Loans ","Over 1 year: other ","01 ",2018,0
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2006,836
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2007,2318
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2008,1161
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2009,1117
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2010,718
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2011,319
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2012,175
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2013,266
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2014,668
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2015,742
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2016,962
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2017,1197
"Other pension funds ","Assets ","Deposits and other liquid assets ","Total ","01 ",2018,1356
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2002,0
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2003,0
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2004,0
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2005,0
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2006,12
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2007,220
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2008,113
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2009,110
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2010,122
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2011,140
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2012,151
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2013,168
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2014,188
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2015,186
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2016,198
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2017,160
"Other pension funds ","Assets ","Reinsured technical provisions ","Total ","01 ",2018,159
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2002,0
